Capitulo	Texto
"La Plazuela de San Carlos
"	"Zoila, vendedora ambulante de vestidos femeninos usados, corsés “Persephone” pufs, guantes, mitones, puntas y jockeys de punto, es alta, fuerte, tuerta, fea y hombruna, y a pesar de todo esto, espera con no menor paciencia que Manongo a un mozo apuesto y bello: el genio que se ha de casar con ella. Su familia de abolengo colonial y de bastante dinero la ha dejado abandonada a su suerte y se gana la vida vendiendo lo que unas niñas “no se ponen” a otras niñas que “todavía se lo ponen”; pero esto hace a espaldas de Genio “porque Genio es muy celoso y enamorado como ninguno”. ¿De qué remotas lecturas de las Mil y una noches vendrá la pacifica locura de esta pobre mujer?... 
No faltan en la vecindad, desde luego, hasta tres hospicios la casa de los señores arzobispos fundada por Biedma, el asilo de doña Dolores Herdoyza y el hospicio de Guadalupe que el caritativo coronel Juan Nepomuceno Vargas legó para mujeres desvalidas y varios callejones llevándose de entre éstos la prelacía el de San Antonio. En uno de aquellos sus últimos días María de Abascal, apodada la “papita con ají” a quien las malas lenguas hacen, aunque sin fundamento al parecer, fruto de trapicheos del sagaz asturiano don José Fernando. Dice “misia” María que el “enemigo” en figura de traviesos ratoncitos la molesta toda la noche, pues éstos se ponen a bailar y a reírse de ella haciéndole “morisquetas” delante de la cama... ¡Que lisura de Pateta!"
"La Plazuela de San Carlos
"	En el viejo hospicio de Guadalupe, cercano a la iglesia de los franceses y a la cárcel pública, vivía hasta hace poco misia Jesús Bravo, natural de Monsefú, persona alta, delgada, blanca, de tez muy arrugada y de cabello crespo. Vestía de continuo el hábito mercedario y llevaba su vida arreglada a la moral católica haciendo bienes, asistiendo a todas las distribuciones  religiosas y recibiendo al señor a diario. Cierta vez que le falto una moza insolente en respuesta a sus denuestos se arrodilló para que la golpease diciéndole: “Pega, pega”... Tal actitud no desconcertó en el instante tal como debiera a la precoz mujer que llegó a estropearla. Este año ha regresado a su tierra después de una emocionante despedida de las viejecitas del hospicio en el cual ha vivido desde la batalla de la Palma
"La Plazuela de San Carlos
"	La vida de la placita es tranquila
"La Plazuela de San Carlos
"	Por la mañana los alumnos conversan quedamente en grupos; tras la celosías de la ventanas de reja las niñas de la vecindad observan la calle un tanto y otro tanto murmuran del prójimo; un viejo “Erard” rompe el silencio con la polca “Saludo al 86” de Pedro Fernández; más allá en otra “reja” aprende una estudiosa a tocar el piano por el indispensable método de Bertini. A las once irrumpe en la Plazuela la muchachada de los colegios de Guadalupe que la llena con sus gritos, mientras unos se ejercitan en el salto peruano con patadita “sobasoba”, “tintero” y “mordiscón” y otros juegan a “dado y cuarta” con bolas de cristal y piedra y con “cholones” (los boliches negros e imperfectos no pasan). En la tarde pasado el sol don Alberto saca de su tienda un aparato de madera especie de escalerilla  o cruz con su hermosa y parlanchina lora y la deja en el pedestal a que tome aire”. Como el burgués ricachón que toda su vida había hablado en prosa sin saberlo, don Alberto B. Ironiza diariamente sin doble intención nuestra famosa costumbre de las primeras piedras a las cuales la última piedra viene si es que viene tan tarde unirse. Luego Tiravanti en una bicicleta formada por dos ruedas: la una muy grande y la otra pequeñita hace su diario paseo para regresar a la tertulia de las seis, También la pareja Santa GadeaGómez sale a pasear por la plazuela acompañada de su lora que la señora lleva graciosamente (si en esto cabe gracia) en el puño de su sombrilla..
"La Plazuela de San Carlos
"	Más tarde la plazuela se anima con el pasaje por ella de los militares caceristas que vuelven al cercano cuartel de Santa Catalina. Tipos arrogantes con toda marcialidad que les han dado seis continuos años de guerra. Esteban de Lazúrtegui, Pedro Ernesto Muñiz, Juan Norberto Eléspuru, Eulogio Cavero y otros cien más entusiastas partidarios del brujo de los Andes, que fueron mozos a la guerra y han regresado hombres, caminan erguidos envueltos en obscuros que no cubren del todo los rojos bombachones pantalones con franja y el dormán azul o negro.  El tradicional y popular Kepís rojo colocado a la pedrada o ladeado dales un aire un si es no es truhán, de sus labios en donde un “Garibaldi” o un “negro bueno” humea, brota casi sin pensarlo el requiebro criollo –indispensable e imprescindible al paso de una bella limeña que vuelve a casa del “comercio” o el trisagio de los Huérfanos
"La Plazuela de San Carlos
"	"A las ocho de la noche, un corneta de Santa Catalina sale a la puerta del fuerte y llama a las tropas a pasar lista. Un chiquillo que oye desde acá el toque se pone a gritar:
“Oficiales al cuartel
Que los llama el coronel
       Al cuartel... Al cuartel...”
A las nueve el silencio de la plazuela se interrumpe con las marciales notas de un airoso paso doble. Por la esquina de las “Latas” regresa al cuartel, precedida de la “crinolina” desarmada y llevada en hombros de los soldados, la banda que acaba de dar retreta en la plazuela de Santa Teresa, seguida por toda la chiquillería del barrio, que cortésmente la acompaña hasta la puerta de su casa"
"La Plazuela de San Carlos
"	Recupera después San Carlos su plena normalidad. Recostado en la gradería del pedestal un borrachito, repleto de copitas de “guinda”, “cascarilla” y vasos de “vino de Chincha” bebidos en la vinería del Noviciado del jorobadito don Juan, ronca soñando con quien  sabe qué pleito de comadres y musita palabras cortadas
"La Plazuela de San Carlos
"	"Acercándose se le puede entender:
“Como se ríe el talón
Cuando la media está rota”."
"La Plazuela de Santa Catalina
"	"A Alfonso Espinosa y Palacios
EN ESTA CIUDAD DE PLAZAS Y PLAZUELAS, la de Santa Catalina es una de las más grandes y curiosas: una plazuela pampa, sin jardines, sin pila ni “casas grandes”, enteramente populachera y jaranista, llena de soldados y de “rabonas” errantes y resignadas. Tiene la peculiaridad de poseer solo tres frentes pues el lado que consistiría  el cuarto es la calle del General y una de sus esquinas. 
A la izquierda se levantan el monasterio fundado por doña Lucía Guerra de la Daga y su hermana doña Clara y ayudadas por el clérigo Robles en el siglo XVII y la iglesia aneja a él. El coro bajo el templo es bastante espacioso y está adornado con antiguas pinturas de algún mérito. Una milagrosa imagen del Crucificado se venera en una capillita interior del convento; las solícitas monjitas prestan a sus conocidos el sudario de la imagen para aplicarlo a las personas enfermas y obtener sí su rápida curación. San Catalina es célebre por los hermosos “ramos de pila” que para “cumplir con sus amistades” confeccionan las religiosas. Algunos de ellos son casi monumentales, de cuatro o cinco pilas de jazmines, rosas, madreselvas, flores de chirimoyo, multiflores, aromas, ”tumbitos” y “capulíes”"
"La Plazuela de Santa Catalina
"	En estos días se han celebrado grandes fiestas novenarios y procesiones en honor de la “estrella dominicana” Rosa de Santa María por conmemorarse el tercer centenario de su nacimiento. Los muchachos se hacen lengua contándonos cómo fue la iluminación que hizo el “pichin” de la esquina con vasitos de colores siguiendo las líneas de la fachada blancos y rojos de un lado, verdes, rojos y blancos del otro, rodeando la imagen de la santa limeña colocada en un marco central. Entramos en la portería del convento siempre ocupada por regañonas mandaderas para “cambiar” un “detente” y la hermana tornera, muy gentil, nos proporciona un precioso recuerdo de las solemnes fiestas, los sermones de don José Antonio Roca y Boloña que se publicaron en tres folletos “como obsequio a la obra del centenario”. Ya admiraremos con despacio la clásica prosa de monseñor Roca
"La Plazuela de Santa Catalina
"	"Una callejuela separa el convento el cuartel limeño politiquero por excelencia. Animado es el fuerte de Santa Catalina por la pintoresca población de “rabonas” o “amorosas” como tambien se les llama. Las hay de todas las provincias del Perú y conservan los trajes regionales mientras que siguen a sus maridos los veteranos cholos caceristas en sus andares por todo el país, sirviéndole “tanto para un fregado como para un barrido”, limpiándoles el uniforme, pegándoles los botones de reluciente cobre con el escudo nacional, lavándoles el uniforme de verano que es por supuesto de “tela de batea” y las camisas que como las del hidalgo montañés don Pascual Pérez Quiñones “eran nones y no llegan a tres” guisando el “yaco chupe” con bastante “muña” tostando “cancha”, habas y frijolitos, pelando “mote” y por último dándoles “huahuas” que apadrinará el capitán de la compañía. Junto al torreón de la izquierda una plaquita que recuerda la construcción del fuerte dice:
“El viernes 29 de agosto día de S"
"La Plazuela de Santa Catalina
"	"Timoteo se principió la obra de esta quar
Tel de Artillería de Santa Catalina
en Lima siendo virrey del Perú el Ex"
"La Plazuela de Santa Catalina
"	"Señor don José Fernando Abascal. Sub
Inspector interino el cuerpo en este
Departamento del Coronel don Joaquín de la
Pezuela”"
"La Plazuela de Santa Catalina
"	"Del lado derecho está formado por una casa de vecindad muy poblada conocida con el nombre de la casa de Gómez Sánchez, a la que siguen algunos tenduchos chingana, sastrería, etc. y la “pulpaya” de la esquina que da a la calle de “Artesanos”. 
El rio Huática sigue su curso a lo largo de la plazuela, los viejos y ruinosos balcones de la casa de Gómez Sánchez dan sobre él. En uno de estos días la señorita Aranzáez que habita en los altos de esa casa, subió al viejo balcón para dar de comer a su canario y al hacerlo resbaló, cedió a su peso la baranda y ¡cataplún!  Fue a dar con su cuerpo al rio de aguas no muy cristalinas por cierto"
"La Plazuela de Santa Catalina
"	"La plazuela se llena de vendedores con especialísimos y pintorescos pregones desde la mañanita. La primera en pasar es la tinajera que jinete en un asno y provista de varias ollas de barro con tisana “bien hechecita”, con “achicoria”, cebada, “juan alonso”, rajitas de piña y cerecitas, van anunciando su 
mercancía. ¡Se va la tisanera! ¡La tisanera...! Todos aquellos que se  “sobrepasaron”, es decir, que bebieron licor más de lo natural, no dejan, por cierto, de acudir presurosos a tomarse un buen vaso de la saludable tisana con bastante limón. También para “cortar la bilis” la tisana resulta indispensable"
"La Plazuela de Santa Catalina
"	"Por la tarde con su tablita en la cabeza pasa la caramelera, que según el decir de las viejas “más tiene de loca que de cristiana”. Con voz atiplada pregona sus caramelos de coco, piña, rosas, fresas, limón, todo riquísimo como que quien los hace ”tiene unas manos”... Los muchachos pertinaces en aburrirla no dejan transcurrir un instante sin gritarle ¡Espanta la Virgen!. Hay que taparse los oídos para no escuchar las procacidades con que responde a las burlas de la chiquillería caramelera. En el barrio nadie sabe el origen de su apodo mas alguien supone que en sus mocedades usara siempre algún ejemplar muy exagerado de las redecillas llamadas “espanta la virgen” compañeras indispensables del “sígueme pollo” de moda allá por el setenta y tantos. 
Un tipo muy curioso es García el de los imperiales; recortadito con dos canastas en los brazos y voceando ¡Imperiales de lúcuma, de chirimoya! Mientras que de cada ventana y cada zaguán grítanle los “pie de judas” ¡Imperiales de carbón, de basura! Y él indignado detiene su apresurada marcha para replicar: son Imperiales de sinvergüenza, de muerto de hambre, de “arrastrao”! reanudando la interrumpida marcha que, de fijo, se la estorbarán más allá otros muchachos malcriados"
